pl_name,detection,T0,T0_err+,T0_err-,period,period_err+,period_err-,T14,T14_err+,T14_err-,lambda,lambda_err+,lambda_err-,incl,incl_err+,incl_err-,b,b_err+,b_err-,pl_radius,pl_radius_err+,pl_radius_err-,aRs,aRs_err+,aRs_err-,st_radius,st_radius_err+,st_radius_err-,ecc,ecc_err+,ecc_err-,st_mass,st_mass_err+,st_mass_err-,RpRs,RpRs_err+,RpRs_err-
Kepler-46 d,Transit,2454971.05891,0.00192,0.00192,6.766589,2.2e-05,2.2e-05,2.598,0.051,0.051,,,,88.51,0.69,0.69,0.24,0.22,0.22,1.64,0.92,0.92,15.8,2.1,2.1,0.79,0.44,0.44,0.0,,,0.92,0.03,0.03,0.01938,0.00038,0.00093
Kepler-460 c,Transit,2455078.98586,0.0023,0.0023,220.1303357,0.0006389,0.0006389,21.445,0.0867,0.0867,,,,89.99,,,0.0468,0.2134,0.0468,5.52,2.07,0.73,81.481,0.984,0.984,1.26,0.49,0.17,0.0,,,1.17,0.15,0.09,0.04009,0.00034,0.00018
Kepler-462 b,Transit,2454983.57283,0.001612,0.001612,84.6866,0.0007,0.001,10.0248,0.052,0.052,-32.0,11.0,11.0,89.34,0.05,0.05,-0.31,0.57,0.06,3.0,0.2,0.1,65.554,0.0732,0.0732,1.57,0.08,0.06,0.042,0.046,0.008,1.59,0.08,0.08,0.0175,0.0002,0.0002
Kepler-462 c,Transit,2455122.88311,0.00204,0.00204,207.62,0.03,0.01,6.733,0.0757,0.0757,-32.0,40.0,40.0,89.63,0.06,0.06,0.89,0.011,0.008,4.0,0.2,0.2,119.0,16.0,16.0,1.57,0.08,0.06,0.11,0.05,0.02,1.59,0.08,0.08,0.0232,0.0004,0.0003
Kepler-466 b,Transit,2455018.180649,0.000987,0.000987,51.07926307,6.345e-05,6.345e-05,6.3729,0.0361,0.0361,,,,89.98,,,0.615,0.1,0.1,2.85,0.22,0.17,62.716,0.384,0.384,1.05,0.08,0.06,0.0,,,1.04,0.04,0.04,0.02468,0.00042,0.00016
Kepler-466 c,Transit,2454966.98373,0.00144,0.00144,3.70921385,6.32e-06,6.32e-06,2.5575,0.0384,0.0384,,,,89.73,,,0.595,0.1,0.1,1.25,0.1,0.07,10.888,0.398,0.398,1.05,0.08,0.06,0.0,,,1.04,0.04,0.04,0.01055,0.00029,0.00019
Kepler-47 b,Transit,2454968.6427,0.0043,0.0049,49.4643,0.0081,0.0074,,,,,,,89.752,0.063,0.045,,,,3.05,0.04,0.04,,,,0.94,0.01,0.01,0.021,0.0025,0.0022,0.96,0.01,0.01,0.02984,0.00043,0.00047
Kepler-47 c,Transit,2454944.362,0.067,0.046,303.227,0.062,0.027,,,,,,,90.192,0.005,0.004,,,,4.65,0.09,0.07,,,,0.94,0.01,0.01,0.044,0.029,0.019,0.96,0.01,0.01,0.04552,0.00074,0.00085
Kepler-47 d,Transit,2455045.428,0.044,0.047,187.366,0.069,0.051,,,,,,,90.395,0.009,0.012,,,,7.04,0.66,0.49,,,,0.94,0.01,0.01,0.024,0.025,0.017,0.96,0.01,0.01,0.06873,0.00703,0.00487
Kepler-48 b,Transit,2454957.06113,0.001,0.001,4.778,,,2.7361,0.0184,0.0184,,,,89.91,,,0.17,0.11,0.11,1.88,0.1,0.1,13.6091,0.0945,0.0945,0.89,0.05,0.05,0.0,,,0.88,0.06,0.06,0.01932,,
Kepler-48 c,Transit,2454958.33925,0.00077,0.00077,9.67395,,,3.287,0.0164,0.0164,,,,89.51,,,0.38,0.05,0.05,2.71,0.14,0.14,23.113,0.103,0.103,0.89,0.05,0.05,0.0,,,0.88,0.06,0.06,0.02789,,
Kepler-48 d,Transit,2454979.06554,,,42.8961,,,5.625,0.0553,0.0553,,,,89.99,,,0.2,0.11,0.11,2.04,0.11,0.11,59.5,1.7,1.7,0.89,0.05,0.05,0.0,,,0.88,0.06,0.06,0.02102,,
Kepler-48 e,Radial Velocity,,,,982.0,8.0,8.0,,,,,,,,,,,,,13.4,,,,,,0.89,0.05,0.05,,,,0.88,0.06,0.06,,,
Kepler-487 b,Transit,2454965.385103,0.000117,0.000117,15.3587684,2.21e-06,2.21e-06,4.1452,0.0146,0.0146,,,,89.02,,,0.5156,0.018,0.0176,11.42,0.69,0.53,28.123,0.944,0.944,0.88,0.05,0.04,0.0,,,0.91,0.04,0.04,0.119,0.00038,0.00036
Kepler-487 c,Transit,2454997.04919,0.00537,0.00537,38.6519976,0.0002517,0.0002517,6.336,0.125,0.125,,,,89.96,,,0.52,0.1,0.1,2.68,0.18,0.49,48.9,2.2,2.2,0.88,0.05,0.04,0.0,,,0.91,0.04,0.04,0.02761,0.00087,0.00496
Kepler-487 d,Transit,2454965.505587,0.000864,0.000864,2.41839004,,,2.0744,0.0311,0.0311,,,,89.89,,,0.556,0.1,0.1,2.775,,,7.7,0.35,0.35,0.89,0.09,0.07,0.0,,,0.87,0.06,0.05,0.02426,0.00036,0.00036
Kepler-49 b,Transit,2455003.28753,0.001,0.001,7.2037945,2.2e-05,2.2e-05,2.9766,,,,,,89.9,,,0.91,0.11,0.11,2.72,,,22.473,0.582,0.582,0.53,0.02,0.02,0.0,,,0.55,,,0.04723,0.0019,0.0019
Kepler-49 c,Transit,2455002.84919,0.0022,0.0022,10.9129343,6.9e-05,6.9e-05,2.8577,,,,,,88.68,,,0.9458,0.0166,0.0102,2.55,,,13.42,1.4,1.4,0.53,0.02,0.02,0.0,,,0.55,,,0.04423,0.002,0.002
Kepler-49 d,Transit,2455005.12932,0.00066,0.00066,2.576549,3e-06,3e-06,1.597,0.023,0.023,,,,89.14,,,0.06,0.17,0.17,1.6,0.07,0.07,12.787,0.735,0.735,0.56,0.02,0.02,0.0,,,0.55,0.01,0.01,0.0267,0.00032,0.00033
Kepler-49 e,Transit,2454974.26415,0.00242,0.00242,18.596108,7.9e-05,7.9e-05,2.164,0.069,0.069,,,,89.99,,,0.27,0.22,0.22,1.56,0.08,0.08,63.23,4.7,4.7,0.56,0.02,0.02,0.0,,,0.55,0.01,0.01,0.02596,0.0009,0.00054
Kepler-495 b,Transit,2454965.443088,0.000146,0.000146,3.41303622,6e-07,6e-07,2.60753,0.00633,0.00633,,,,89.75,,,0.046,0.117,0.046,5.23,0.42,0.34,10.5406,0.059,0.059,0.83,0.07,0.05,0.0,,,0.86,0.04,0.05,0.05834,0.00027,8e-05
Kepler-495 c,Transit,2454967.03046,0.00701,0.00701,5.89660978,,,3.154,0.189,0.189,,,,89.84,,,0.1272,0.3228,0.1271,1.219,,,14.439,0.399,0.399,1.09,0.22,0.18,0.0,,,0.89,0.06,0.04,0.01076,0.00062,0.00046
Kepler-50 b,Transit,2454974.376,0.007,0.007,7.81254,0.0001,0.0001,3.8,0.05,0.03,,,,89.88,,,0.74,0.07,0.36,1.71,0.05,0.1,10.5263,3.7594,1.4354,1.58,0.02,0.02,0.0,,,1.24,0.05,0.05,0.01074,0.00015,0.00015
Kepler-50 c,Transit,2454969.958,0.003,0.003,9.37647,4e-05,4e-05,2.06,0.03,0.03,,,,87.6,,,0.94,0.02,0.06,2.17,0.07,0.08,11.9048,4.2243,1.5955,1.58,0.02,0.02,0.0,,,1.24,0.05,0.05,0.01362,0.0003,0.0003
Kepler-501 b,Transit,2454971.556194,0.000556,0.000556,5.64067757,3.78e-06,3.78e-06,2.9016,0.0359,0.0359,,,,89.88,,,0.76,0.1,0.1,4.3,0.69,0.46,15.726,0.231,0.231,1.04,0.17,0.1,0.0,,,1.03,0.08,0.06,0.03808,0.00028,0.00191
Kepler-501 c,Transit,2454965.99267,0.00351,0.00351,3.62276006,,,2.7868,0.098,0.098,,,,89.96,,,0.75,0.11,0.11,1.681,,,10.069,0.751,0.751,1.22,0.2,0.18,0.0,,,1.03,0.08,0.06,0.01219,0.00059,0.0003
Kepler-51 b,Transit,2455714.5977,0.0004,0.0004,45.154,0.0002,0.0002,5.797,0.0196,0.0196,,,,89.78,0.15,0.17,0.251,0.073,0.138,7.1,0.3,0.3,61.5,1.5,1.2,0.94,0.5,0.5,0.04,0.01,0.01,1.04,0.12,0.12,0.07414,0.00059,0.00061
Kepler-51 c,Transit,2455725.509,0.003,0.003,85.312,0.003,0.002,2.7441,0.0998,0.0998,,,,89.44,,,1.017,0.034,0.023,9.0,2.8,1.7,94.1,2.2,1.9,0.94,0.5,0.5,0.014,0.013,0.009,1.04,0.12,0.12,0.094,0.028,0.017
Kepler-51 d,Transit,2455695.9323,0.0004,0.0004,130.194,0.005,0.002,8.4534,0.0213,0.0213,,,,89.91,0.06,0.08,0.25,0.075,0.141,9.7,0.5,0.5,124.7,3.0,2.5,0.94,0.5,0.5,0.008,0.011,0.008,1.04,0.12,0.12,0.10141,0.00084,0.00085
Kepler-511 b,Transit,2455236.672788,0.000944,0.000944,296.637865,0.0004472,0.0004472,16.2231,0.0546,0.0546,,,,89.81,,,0.423,0.1,0.1,6.35,1.4,1.02,132.392453,0.0,0.0,1.2,0.32,0.19,0.0,,,1.0,0.06,0.06,0.04844,0.00016,0.0003
Kepler-511 c,Transit,2455024.99627,0.00137,0.00137,26.62949944,,,7.8308,0.0454,0.0454,,,,89.97,,,0.0,0.17,0.17,4.21,,,26.3735,0.0884,0.0884,1.42,0.22,0.3,0.0,,,0.96,0.08,0.07,0.0201,0.00013,0.00013
Kepler-52 b,Transit,2455009.37692,0.0015,0.0015,7.8773565,3.8e-05,3.8e-05,2.4223,,,,,,89.92,,,0.041,0.409,0.041,2.1,,,29.84,1.1,1.1,0.52,0.02,0.02,0.0,,,0.54,,,0.03698,0.0038,0.0038
Kepler-52 c,Transit,2455005.72549,0.0027,0.0027,16.3850021,0.00014,0.00014,3.1252,,,,,,90.0,,,0.0953,0.2795,0.0952,1.84,,,42.62,2.5,2.5,0.52,0.02,0.02,0.0,,,0.54,,,0.03225,0.0033,0.0033
Kepler-52 d,Transit,2454984.60115,0.00388,0.00388,36.445171,0.000253,0.000253,4.153,0.117,0.117,,,,89.98,,,0.76,0.29,0.29,1.95,0.21,0.21,71.53,2.9,2.9,0.56,0.02,0.02,0.0,,,0.58,0.01,0.01,0.03051,0.00108,0.00066
Kepler-520 b,Transit,2455009.26985,0.0019,0.0019,19.67416124,5.245e-05,5.245e-05,3.5985,0.065,0.065,,,,87.05,,,0.85,0.1,0.1,1.66,0.28,0.1,17.74,8.5,8.5,1.09,0.05,0.05,0.0,,,1.1,0.04,0.04,0.01393,0.00223,0.00059
Kepler-520 c,Transit,2454964.53958,0.00199,0.00199,5.21104261,1.231e-05,1.231e-05,3.3011,0.0556,0.0556,,,,83.02,,,0.66,0.15,0.15,1.07,0.07,0.05,12.158,0.444,0.444,1.09,0.05,0.05,0.0,,,1.1,0.04,0.04,0.00933,0.00032,0.00013
Kepler-524 b,Transit,2455007.52833,0.00196,0.00196,7.97419807,2.038e-05,2.038e-05,5.3605,0.0611,0.0611,,,,89.36,,,0.7963,0.1,0.1,1.91,0.14,0.12,11.551,0.136,0.136,1.1,0.08,0.06,0.0,,,1.09,0.04,0.04,0.0158,0.00032,0.00026
Kepler-524 c,Transit,2454965.0974,0.00543,0.00543,1.88897906,1.07e-05,1.07e-05,3.246,0.158,0.158,,,,89.84,,,0.834,0.1,0.1,0.96,0.08,0.07,2.71,0.088,0.088,1.1,0.08,0.06,0.0,,,1.09,0.04,0.04,0.00755,0.00021,0.0004
Kepler-529 b,Transit,2455003.139026,0.000879,0.000879,1.98035766,2.32e-06,2.32e-06,2.4332,0.0307,0.0307,,,,80.89,,,0.766,0.1,0.1,1.86,0.25,0.17,4.09,0.71,0.71,1.14,0.15,0.1,0.0,,,1.07,0.06,0.06,0.01548,0.00031,0.00025
Kepler-529 c,Transit,2454971.32478,0.0024,0.0024,12.8345022,3.659e-05,3.659e-05,3.2666,0.0761,0.0761,,,,83.97,,,0.902,0.1,0.1,2.0,0.41,0.21,14.2,2.5,2.5,1.14,0.15,0.1,0.0,,,1.07,0.06,0.06,0.01621,0.00251,0.00066
Kepler-529 d,Transit,2454968.9464,0.007,0.007,35.86619949,,,7.216,0.214,0.214,,,,85.14,,,0.717,0.1,0.1,2.795,,,28.2,4.9,4.9,1.19,0.2,0.18,0.0,,,1.01,0.09,0.06,0.01561,0.00049,0.00049
Kepler-53 b,Transit,2455007.77608,0.0029,0.0029,18.6489525,0.00016,0.00016,4.4815,,,,,,89.86,,,0.76,0.13,0.13,2.89,,,33.69,1.2,1.2,0.89,,,0.0,,,0.98,,,0.02987,0.0011,0.0011
Kepler-53 c,Transit,2454996.84816,0.0038,0.0038,38.5583038,0.00041,0.00041,5.0162,,,,,,87.91,,,0.833,0.1,0.1,3.17,,,24.9,12.4,12.4,0.89,,,0.0,,,0.98,,,0.03277,0.0012,0.0012
Kepler-53 d,Transit,2454971.7852,0.0043,0.0043,9.751962,7.7e-05,7.7e-05,4.19,0.136,0.136,,,,80.97,,,0.81,0.33,0.33,2.12,1.05,1.05,6.05,3.0,3.0,0.96,0.47,0.47,0.0,,,0.98,0.06,0.06,0.01987,0.00084,0.00084
Kepler-534 b,Transit,2455004.52201,0.00107,0.00107,15.95994513,2.216e-05,2.216e-05,4.3653,0.0358,0.0358,,,,88.78,,,0.0814,0.2916,0.0814,2.24,0.08,0.07,28.44,1.3,1.3,0.98,0.03,0.03,0.0,,,1.05,0.03,0.03,0.02126,0.00037,0.00022
Kepler-534 c,Transit,2454968.8196,0.0038,0.0038,7.37868977,,,3.207,0.134,0.134,,,,88.0,,,0.52,0.2,0.2,1.227,,,16.01,4.6,4.6,0.97,0.14,0.05,0.0,,,1.07,0.05,0.09,0.0101,0.00033,0.0004
Kepler-539 b,Transit,2455588.871,0.003,0.003,125.63243,0.00071,0.00071,9.299,0.0164,0.0164,,,,89.845,0.086,0.086,0.0167,0.111,0.0166,8.373,0.191,0.191,94.60738,7.53767,6.50165,0.95,0.02,0.02,0.39,,,1.05,0.04,0.04,0.08166,0.00018,7e-05
Kepler-539 c,TTV,,,,1000.0,inf,0.0,,,,,,,97.92,59.0,0.68,,,,13.3,,,,,,0.95,0.02,0.02,0.5,0.1,0.1,1.05,0.04,0.04,,,
Kepler-54 b,Transit,2455003.20573,0.0029,0.0029,8.0109434,6.9e-05,6.9e-05,3.4129,,,,,,89.59,,,0.9461,0.0175,0.0198,2.1,,,7.66,0.86,0.86,0.5,0.02,0.02,0.0,,,0.51,,,0.03842,0.0013,0.0013
Kepler-54 c,Transit,2454976.44842,0.0091,0.0091,12.0717249,0.00029,0.00029,4.9738,,,,,,89.96,,,0.868,0.1,0.1,1.23,,,21.878,0.72,0.72,0.5,0.02,0.02,0.0,,,0.51,,,0.02254,0.001,0.001
Kepler-54 d,Transit,2454985.31995,0.0039,0.0039,20.995694,0.000143,0.000143,2.698,0.112,0.112,,,,89.79,,,0.23,0.19,0.19,1.53,0.08,0.08,14.6,1.6,1.6,0.55,0.02,0.02,0.0,,,0.52,0.02,0.02,0.02696,0.00097,0.0008
Kepler-549 b,Transit,2454986.73762,0.00267,0.00267,42.9495649,0.0001543,0.0001543,5.3469,0.0831,0.0831,,,,89.99,,,0.758,0.1,0.1,2.57,0.23,0.17,62.26,2.6,2.6,0.84,0.07,0.05,0.0,,,0.88,0.04,0.05,0.02849,0.00084,0.00044
Kepler-549 c,Transit,2455078.61616,0.00908,0.00908,117.040498,0.001777,0.001777,8.545,0.242,0.242,,,,89.92,,,0.613,0.1,0.1,2.93,0.25,0.59,132.1,17.3,17.3,0.84,0.07,0.05,0.0,,,0.88,0.04,0.05,0.03202,0.00022,0.0062
Kepler-55 b,Transit,2455011.79598,0.0031,0.0031,27.9481449,0.00024,0.00024,3.4932,,,,,,89.94,,,0.063,0.402,0.063,2.43,,,12.46,6.1,6.1,0.58,0.03,0.03,0.0,,,0.62,,,0.03832,0.0039,0.0039
Kepler-55 c,Transit,2454971.99284,0.0045,0.0045,42.1516418,0.00053,0.00053,5.0617,,,,,,89.96,,,0.16,0.2,0.2,2.21,,,13.22,4.6,4.6,0.58,0.03,0.03,0.0,,,0.62,,,0.0349,0.0037,0.0037
Kepler-55 d,Transit,2455003.14912,0.00091,0.00091,2.211099,4e-06,4e-06,1.644,0.031,0.031,,,,84.94,,,0.02,0.22,0.22,1.59,0.09,0.09,9.819,0.979,0.979,0.62,0.03,0.03,0.0,,,0.63,0.02,0.02,0.02286,0.00095,0.00046
Kepler-55 e,Transit,2454968.04254,0.00224,0.00224,4.617534,2.1e-05,2.1e-05,2.132,0.063,0.063,,,,86.99,,,0.72,0.29,0.29,1.55,0.23,0.23,12.35,4.1,4.1,0.62,0.03,0.03,0.0,,,0.63,0.02,0.02,0.02302,0.00281,0.00161
Kepler-55 f,Transit,2454970.91714,0.00265,0.00265,10.198545,4.5e-05,4.5e-05,2.173,0.071,0.071,,,,88.27,,,0.46,0.24,0.24,1.59,0.1,0.1,19.6,9.7,9.7,0.62,0.03,0.03,0.0,,,0.63,0.02,0.02,0.0255,0.0027,0.0027
Kepler-553 b,Transit,2455004.092197,0.000317,0.000317,4.03046804,1.64e-06,1.64e-06,2.8016,0.0234,0.0234,,,,89.84,,,0.651,0.1,0.1,4.63,0.13,0.18,11.645,0.273,0.273,0.85,0.02,0.02,0.0,,,0.92,0.03,0.03,0.04951,0.00024,0.00134
Kepler-553 c,Transit,2455032.204142,0.000855,0.000855,328.2399546,0.0003646,0.0003646,12.1271,0.0668,0.0668,,,,89.75,,,0.75,0.006,0.011,11.2,0.32,0.31,169.35,6.6,6.6,0.85,0.02,0.02,0.0,,,0.92,0.03,0.03,0.12054,0.00055,0.0008
Kepler-56 b,Transit,2454978.2556,0.0056,0.0057,10.5016,0.0011,0.001,14.522,0.281,0.281,,,,89.66,0.26,0.26,0.741,0.1,0.1,6.51,0.29,0.28,5.617,0.231,0.231,4.23,0.15,0.15,0.04,0.01,0.01,1.32,0.13,0.13,0.01192,0.00034,0.00021
Kepler-56 c,Transit,2454978.656,0.0057,0.0055,21.40239,0.00059,0.00062,11.721,0.368,0.368,,,,80.4,0.09,0.09,0.943,0.005,0.031,9.8,0.46,0.46,5.66,2.6,2.6,4.23,0.15,0.15,0.0,0.01,0.01,1.32,0.13,0.13,0.02292,0.00033,0.00033
Kepler-56 d,Radial Velocity,2456450.0,7.0,7.0,1002.0,5.0,5.0,,,,,,,,,,,,,12.8,,,,,,4.22,0.15,0.15,0.2,0.01,0.01,1.29,0.04,0.03,,,
Kepler-561 b,Transit,2455029.555062,0.0004,0.0004,58.3620495,3.229e-05,3.229e-05,6.2859,0.0181,0.0181,,,,89.67,,,0.0467,0.1557,0.0467,6.96,1.21,0.61,75.657,0.687,0.687,0.94,0.16,0.08,0.0,,,0.96,0.07,0.06,0.06764,0.0004,0.00012
Kepler-561 c,Transit,2455028.760482,0.000639,0.000639,5.35016198,4.43e-06,4.43e-06,2.243,0.0193,0.0193,,,,89.98,,,0.58,0.13,0.13,2.68,0.43,0.25,18.491,0.406,0.406,0.94,0.16,0.08,0.0,,,0.96,0.07,0.06,0.02559,0.00054,0.00022
Kepler-57 b,Transit,2454971.5584,0.001,0.001,5.7293196,1.8e-05,1.8e-05,1.1185,,,,,,88.9,,,0.9155,0.0123,0.3267,2.19,,,16.83,7.8,7.8,0.73,0.179,0.179,0.0,,,0.83,0.066,0.066,0.02762,0.0066,0.0066
Kepler-57 c,Transit,2454966.99083,0.0027,0.0027,11.6092567,8.6e-05,8.6e-05,1.7074,,,,,,89.96,,,0.03,0.426,0.03,1.55,,,8.18,1.9,1.9,0.73,0.179,0.179,0.0,,,0.83,0.066,0.066,0.01958,0.0046,0.0046
Kepler-58 b,Transit,2454969.87048,0.0056,0.0056,10.2184954,0.00015,0.00015,4.3967,,,,,,88.76,,,0.779,0.1,0.1,2.78,,,6.69,3.3,3.3,1.03,0.53,0.53,0.0,,,0.95,,,0.02471,0.001,0.001
Kepler-58 c,Transit,2454965.43209,0.0066,0.0066,15.5741568,0.00027,0.00027,5.1013,,,,,,83.89,,,0.775,0.1,0.1,2.86,,,8.89,4.4,4.4,1.03,0.53,0.53,0.0,,,0.95,,,0.02542,0.0011,0.0011
Kepler-58 d,Transit,2454965.71799,0.00903,0.00903,40.101371,0.000612,0.000612,5.443,0.273,0.273,,,,88.44,,,0.9,0.32,0.32,2.94,1.4,1.4,23.0,11.4,11.4,1.13,0.53,0.53,0.0,,,1.04,0.12,0.12,0.0226,0.0011,0.0011
Kepler-589 b,Transit,2455004.69418,0.00219,0.00219,16.54964934,4.571e-05,4.571e-05,4.0043,0.0843,0.0843,,,,86.74,,,0.0374,0.4289,0.0374,2.27,0.18,0.12,32.35,1.1,1.1,0.83,0.06,0.04,0.0,,,0.88,0.03,0.04,0.02518,0.00089,0.00046
Kepler-589 c,Transit,2454964.64011,0.00522,0.00522,3.52466011,,,2.484,0.136,0.136,,,,71.95,,,0.0697,0.3851,0.0697,1.117,,,13.18,1.4,1.4,0.92,0.19,0.13,0.0,,,0.83,0.11,0.06,0.01098,0.00077,0.00048
Kepler-59 b,Transit,2454970.74767,0.011,0.011,11.8681707,0.00036,0.00036,5.977,,,,,,86.93,1.0,1.0,0.839,0.1,0.1,1.1,,,8.6,1.5,1.5,0.94,,,0.0,0.09,0.05,1.04,,,0.01065,0.00053,0.00053
Kepler-59 c,Transit,2454980.69818,0.0065,0.0065,17.9801235,0.0003,0.0003,4.1249,,,,,,88.06,0.8,0.8,0.961,0.1,0.1,1.98,,,11.3,2.0,2.0,0.94,,,0.0,0.08,0.05,1.04,,,0.01923,0.00076,0.00076
Kepler-595 b,Transit,2455021.060148,0.000901,0.000901,25.3029092,6e-06,6e-06,4.5204,0.0353,0.0353,,,,89.95,,,0.828,0.1,0.1,3.708,0.01,0.01,44.73,0.08,0.08,0.82,0.24,0.24,0.0,,,0.93,0.06,0.06,0.04203,0.00078,0.00037
Kepler-595 c,Transit,2454965.8175,0.0105,0.0105,12.38602,5e-06,5e-06,2.604,0.303,0.303,,,,89.01,,,0.538,0.404,0.323,1.009,0.024,0.024,27.783,0.049,0.049,0.82,0.24,0.24,0.0,,,0.93,0.06,0.06,0.01147,0.0004,0.00134
Kepler-598 b,Transit,2455005.4504,0.00214,0.00214,3.70175428,9.71e-06,9.71e-06,2.6262,0.0686,0.0686,,,,84.83,,,0.257,0.1,0.1,1.5,0.12,0.09,11.21,0.72,0.72,0.86,0.06,0.05,0.0,,,0.87,0.04,0.04,0.01564,0.00039,0.00057
Kepler-598 c,Transit,2455014.88967,0.00464,0.00464,86.4945,,,7.284,0.136,0.136,,,,89.33,,,0.0202,0.1,0.1,3.024,,,91.6,5.8,5.8,0.9,0.06,0.04,0.0,,,0.9,0.04,0.04,0.02721,0.00054,0.00054
Kepler-60 b,Transit,2456462.2796,0.0034,0.0033,7.1334,0.0001,0.0001,4.368,0.129,0.129,,,,86.52,,,0.896,0.1,0.1,1.71,0.13,0.13,6.31,0.4,0.4,1.26,0.09,0.09,0.0,,,1.04,0.08,0.08,0.01397,0.00039,0.00039
Kepler-60 c,Transit,2456466.5827,0.0032,0.0032,8.9187,0.0002,0.0002,4.146,0.109,0.109,,,,87.32,,,0.9,0.1,0.1,1.9,0.15,0.15,7.32,0.47,0.47,1.26,0.09,0.09,0.0,,,1.04,0.08,0.08,0.01513,0.0004,0.0004
Kepler-60 d,Transit,2456460.2779,0.0038,0.0037,11.8981,0.0002,0.0002,3.015,0.295,0.295,,,,87.21,,,0.974,0.1,0.1,1.99,0.16,0.16,8.87,0.57,0.57,1.26,0.09,0.09,0.0,,,1.04,0.08,0.08,0.01115,0.00076,0.00057
Kepler-603 b,Transit,2455004.92433,0.00231,0.00231,21.05358596,8.943e-05,8.943e-05,7.2144,0.0733,0.0733,,,,89.98,,,0.8731,0.1,0.1,2.65,0.59,0.26,22.92,1.1,1.1,1.01,0.23,0.1,0.0,,,1.01,0.06,0.06,0.02375,0.00061,0.00024
Kepler-603 c,Transit,2455079.44953,0.00241,0.00241,127.9075774,0.0004999,0.0004999,13.498,0.143,0.143,,,,89.58,,,0.8791,0.1,0.1,6.5,1.48,0.62,34.3,5.0,5.0,1.01,0.23,0.1,0.0,,,1.01,0.06,0.06,0.05866,0.00257,0.00111
Kepler-603 d,Transit,2454964.72164,0.00566,0.00566,6.2171292,4.234e-05,4.234e-05,3.701,0.139,0.139,,,,88.14,,,0.94,0.1,0.1,1.32,0.25,0.13,4.57,0.66,0.66,1.01,0.23,0.1,0.0,,,1.01,0.06,0.06,0.01229,0.00048,0.00053
Kepler-605 b,Transit,2455002.63954,0.0012,0.0012,3.38353807,5.11e-06,5.11e-06,1.4365,0.0442,0.0442,,,,87.54,,,0.8,0.1,0.1,1.44,0.17,0.09,18.211,0.496,0.496,0.88,0.1,0.05,0.0,,,0.91,0.04,0.04,0.0149,0.0006,0.00028
Kepler-605 c,Transit,2454965.69119,0.00315,0.00315,2.35895152,8.37e-06,8.37e-06,1.633,0.12,0.12,,,,87.91,,,0.385,0.055,0.385,0.86,0.11,0.06,11.11,2.0,2.0,0.88,0.1,0.05,0.0,,,0.91,0.04,0.04,0.00896,0.00061,0.00024
Kepler-607 b,Transit,2454964.74909,0.00235,0.00235,0.6381632,1.68e-06,1.68e-06,1.1839,0.0803,0.0803,,,,88.69,,,0.2775,0.1859,0.2775,0.87,0.06,0.07,4.024,0.573,0.573,0.8,0.05,0.04,0.0,,,0.84,0.04,0.05,0.01018,0.00047,0.00055
Kepler-607 c,Transit,2455011.5556,0.0049,0.0049,39.67679977,,,5.04,0.178,0.178,,,,89.24,,,0.9403,0.0003,0.6576,2.76,,,20.7,10.3,10.3,0.89,0.2,0.13,0.0,,,0.81,0.11,0.06,0.02366,0.00467,0.00147
Kepler-610 b,Transit,2455008.914244,0.000629,0.000629,6.99692655,5.59e-06,5.59e-06,2.7377,0.0231,0.0231,,,,89.94,,,0.0232,0.331,0.0232,4.19,1.16,0.45,20.1734,0.0914,0.0914,1.13,0.31,0.12,0.0,,,1.1,0.09,0.07,0.03369,0.00058,0.00025
Kepler-610 c,Transit,2454976.31517,0.00593,0.00593,151.86392,0.001118,0.001118,8.622,0.162,0.162,,,,89.99,,,0.016,0.437,0.016,3.3,0.84,0.37,138.6,11.4,11.4,1.13,0.31,0.12,0.0,,,1.1,0.09,0.07,0.02696,0.00032,0.00117
Kepler-616 b,Transit,2455004.78774,0.00173,0.00173,9.99761851,2.138e-05,2.138e-05,3.2429,0.052,0.052,,,,86.18,,,0.2341,0.1631,0.2339,2.43,0.33,0.2,23.47,2.3,2.3,0.97,0.13,0.08,0.0,,,0.98,0.06,0.05,0.02329,0.00051,0.00042
Kepler-616 c,Transit,2455041.50399,0.0038,0.0038,90.4113556,0.0004522,0.0004522,6.523,0.13,0.13,,,,89.16,,,0.1992,0.2638,0.199,3.41,0.57,0.3,107.2,10.1,10.1,0.97,0.13,0.08,0.0,,,0.98,0.06,0.05,0.03156,0.00086,0.0007
Kepler-616 d,Transit,2454980.61214,0.00462,0.00462,51.06740189,,,4.407,0.126,0.126,,,,89.66,,,0.4648,0.0018,0.4436,2.653,,,36.0,14.0,14.0,0.98,0.3,0.1,0.0,,,1.06,0.13,0.13,0.02457,0.00033,0.00115
Kepler-619 b,Transit,2455005.185543,0.000801,0.000801,5.4042722,5.55e-06,5.55e-06,2.4748,0.0289,0.0289,,,,89.2,,,0.76,0.17,0.17,3.16,0.65,0.31,16.907,0.941,0.941,1.11,0.23,0.11,0.0,,,1.09,0.07,0.06,0.02553,0.00039,0.00028
Kepler-619 c,Transit,2454966.67538,0.00114,0.00114,1.20846503,1.67e-06,1.67e-06,1.5105,0.0389,0.0389,,,,76.66,,,0.78,0.17,0.17,1.69,0.39,0.17,6.227,0.547,0.547,1.11,0.23,0.11,0.0,,,1.09,0.07,0.06,0.01425,0.0004,0.00026
