pl_name,detection,T0,T0_err+,T0_err-,period,period_err+,period_err-,T14,T14_err+,T14_err-,lambda,lambda_err+,lambda_err-,incl,incl_err+,incl_err-,b,b_err+,b_err-,pl_radius,pl_radius_err+,pl_radius_err-,aRs,aRs_err+,aRs_err-,st_radius,st_radius_err+,st_radius_err-,ecc,ecc_err+,ecc_err-,st_mass,st_mass_err+,st_mass_err-,RpRs,RpRs_err+,RpRs_err-
GJ 676 A b,Radial Velocity,,,,1051.44520601,0.37706781,0.40023415,,,,,,,48.919,3.312,2.781,,,,12.8,,,,,,0.69,0.07,0.07,0.318615,0.002665,0.002825,0.63,0.06,0.06,,,
GJ 676 A c,Radial Velocity,,,,13921.42302046,1232.33793852,1514.65142557,,,,,,,33.69,1.362,1.324,,,,12.3,,,,,,0.65,0.02,0.02,0.295316,0.032892,0.048992,0.63,0.06,0.06,,,
GJ 676 A d,Radial Velocity,,,,3.60075682,0.00019446,0.00020476,,,,,,,,,,,,,1.77,,,,,,0.65,0.02,0.02,0.192193,0.072565,0.078567,0.63,0.06,0.06,,,
GJ 676 A e,Radial Velocity,,,,35.47357709,0.0156001,0.01471807,,,,,,,,,,,,,2.48,,,,,,0.65,0.02,0.02,0.152395,0.085707,0.059624,0.63,0.06,0.06,,,
GJ 682 b,Radial Velocity,,,,17.478,0.062,0.04,,,,,,,,,,,,,1.93,,,,,,0.3,0.01,0.01,0.08,0.19,0.08,0.27,,,,,
GJ 682 c,Radial Velocity,,,,57.32,0.45,0.48,,,,,,,,,,,,,2.89,,,,,,0.3,0.01,0.01,0.1,0.19,0.1,0.27,,,,,
GJ 687 b,Radial Velocity,2454481.07,0.81,0.83,38.142,0.007,0.007,,,,,,,,,,,,,4.32,,,,,,0.42,0.01,0.01,0.17,0.05,0.05,0.4,0.02,0.02,,,
GJ 687 c,Radial Velocity,,,,727.562,12.198,12.198,,,,,,,,,,,,,4.14,,,,,,0.42,0.01,0.01,0.4,0.22,0.22,0.4,0.02,0.02,,,
GJ 849 b,Radial Velocity,2453873.0,21.0,24.0,1915.0,23.0,24.0,,,,,,,,,,,,,13.9,,,,,,0.47,0.01,0.01,0.038,0.019,0.019,0.49,0.05,0.05,,,
GJ 849 c,Radial Velocity,2458970.0,140.0,120.0,7068.0,6282.0,2166.0,,,,,,,,,,,,,14.0,,,,,,0.47,0.01,0.01,0.099,0.041,0.04,0.49,0.05,0.05,,,
GJ 876 b,Radial Velocity,2453055.984,0.038,0.047,61.1166,0.0086,0.0086,,,,,,,59.0,0.4,0.4,,,,13.3,,,,,,0.3,,,0.0324,0.0013,0.0013,0.32,0.03,0.03,,,
GJ 876 c,Radial Velocity,2453029.298,0.049,0.057,30.0881,0.0082,0.0082,,,,,,,59.0,,,,,,14.0,,,,,,0.3,,,0.25591,0.00093,0.00093,0.32,0.03,0.03,,,
GJ 876 d,Radial Velocity,2455200.064,0.047,0.049,1.93778,2e-05,2e-05,,,,,,,59.0,,,,,,2.51,,,,,,0.3,,,0.207,0.055,0.055,0.32,0.03,0.03,,,
GJ 876 e,Radial Velocity,,,,124.26,0.7,0.7,,,,,,,59.0,,,,,,3.92,,,,,,0.3,,,0.055,0.012,0.012,0.32,0.03,0.03,,,
GJ 887 b,Radial Velocity,,,,9.262,0.001,0.001,,,,,,,,,,,,,1.88,,,,,,0.47,0.09,0.09,0.0,,,0.49,0.05,0.05,,,
GJ 887 c,Radial Velocity,,,,21.789,0.004,0.005,,,,,,,,,,,,,2.67,,,,,,0.47,0.09,0.09,,,,0.49,0.05,0.05,,,
GJ 9827 b,Transit,2457738.82586,0.00026,0.00026,1.2089819,6.93e-06,7.14e-06,1.2648,0.02232,0.01992,,,,86.07,0.41,0.34,0.4602,0.0352,0.0443,1.577,0.027,0.031,6.719,0.08,0.086,0.6,0.01,0.0,0.0,,,0.61,0.02,0.01,0.02396,0.00037,0.00044
GJ 9827 c,Transit,2457742.1993,0.00072,0.00073,3.6480957,6.33e-05,6.21e-05,1.82496,0.03696,0.03696,,,,88.19,0.21,0.18,0.4428,0.0415,0.0483,1.241,0.024,0.026,14.035,0.172,0.171,0.6,0.01,0.0,0.0,,,0.61,0.02,0.01,0.01887,0.00034,0.00037
GJ 9827 d,Transit,2457740.96115,0.00044,0.00045,6.2014698,6.26e-05,6.11e-05,1.2228,0.03528,0.02928,,,,87.443,0.045,0.045,0.8927,0.0071,0.009,2.022,0.046,0.043,20.003,0.23,0.254,0.6,0.01,0.0,0.0,,,0.61,0.02,0.01,0.03073,0.00065,0.0006
HAT-P-11 b,Transit,2455109.335119,2.1e-05,2.1e-05,4.88780244,3e-08,3e-08,2.36386,0.00113,0.00113,106.0,15.0,12.0,89.36,0.36,0.36,0.026,0.0486,0.026,4.36,0.06,0.06,16.7184,0.0515,0.0515,0.68,0.01,0.01,0.218,0.034,0.031,0.81,0.02,0.03,0.05799,5e-05,3e-05
HAT-P-11 c,Radial Velocity,,,,3407.0,360.0,190.0,,,,,,,135.7,12.1,21.4,,,,13.3,,,,,,0.68,0.01,0.01,0.601,0.032,0.031,0.81,0.02,0.03,,,
HAT-P-13 b,Transit,2454779.92976,0.00075,0.00075,2.91625,1.5e-05,1.5e-05,3.28681,0.0285336,0.0285336,1.9,8.6,8.6,83.4,0.68,0.68,0.679,0.043,0.043,14.258,0.729,0.729,5.8928,0.2611,0.2398,1.76,0.05,0.05,0.0133,0.0041,0.0041,1.32,0.06,0.06,0.08389,0.00081,0.00081
HAT-P-13 c,Radial Velocity,,,,446.27,0.22,0.22,,,,,,,,,,,,,12.3,,,,,,1.76,0.05,0.05,0.6616,0.0054,0.0054,1.32,0.06,0.06,,,
HAT-P-17 b,Transit,2456569.05972,5e-05,5e-05,10.33852,9e-06,9e-06,4.056,0.0216,0.0216,19.0,14.0,16.0,89.2,0.15,0.15,0.311,0.045,0.067,11.769,0.448,0.448,22.72,0.68,0.68,0.87,0.04,0.04,0.35,0.01,0.01,0.99,0.15,0.15,0.1238,0.001,0.001
HAT-P-17 c,Radial Velocity,,,,5584.0,7700.0,2100.0,,,,,,,,,,,,,13.1,,,,,,0.84,0.04,0.04,0.39,0.23,0.17,0.92,0.15,0.08,,,
HAT-P-44 b,Transit,2455696.93695,0.00024,0.00024,4.301219,1.9e-05,1.9e-05,3.1248,0.0192,0.0192,,,,89.1,0.4,0.4,0.172,0.079,0.074,13.922,1.188,0.572,11.49,0.46,0.85,0.95,0.08,0.04,0.044,0.052,0.052,0.94,0.04,0.04,0.1343,0.001,0.001
HAT-P-44 c,Radial Velocity,2455711.2,13.4,13.4,872.2,1.7,1.7,12.072,1.128,1.128,,,,,,,,,,13.0,,,,,,0.95,0.08,0.04,0.494,0.081,0.081,0.94,0.04,0.04,,,
HATS-59 b,Transit,2456620.66527,0.00052,0.00052,5.416081,1.6e-05,1.6e-05,3.5928,0.0408,0.0408,,,,88.1,0.33,0.33,0.457,0.056,0.066,12.621,0.863,0.863,12.66,0.77,0.77,1.04,0.07,0.07,0.129,0.049,0.049,1.04,0.04,0.04,0.1116,0.0021,0.0021
HATS-59 c,Radial Velocity,,,,1422.0,14.0,14.0,,,,,,,,,,,,,12.3,,,518.0,32.0,32.0,1.04,0.07,0.07,0.083,0.0,0.08,1.04,0.04,0.04,,,
HD 10180 c,Radial Velocity,,,,5.75969,0.00028,0.00028,,,,,,,90.0,,,,,,3.68,,,,,,1.11,0.04,0.04,0.073,0.031,0.031,1.06,0.05,0.05,,,
HD 10180 d,Radial Velocity,,,,16.357,0.0038,0.0038,,,,,,,90.0,,,,,,3.45,,,,,,1.11,0.04,0.04,0.131,0.052,0.052,1.06,0.05,0.05,,,
HD 10180 e,Radial Velocity,,,,49.748,0.025,0.025,,,,,,,90.0,,,,,,5.39,,,,,,1.11,0.04,0.04,0.051,0.033,0.033,1.06,0.05,0.05,,,
HD 10180 f,Radial Velocity,,,,122.744,0.232,0.232,,,,,,,90.0,,,,,,5.24,,,,,,1.11,0.04,0.04,0.119,0.054,0.054,1.06,0.05,0.05,,,
HD 10180 g,Radial Velocity,,,,604.67,10.42,10.42,,,,,,,90.0,,,,,,4.91,,,,,,1.11,0.04,0.04,0.263,0.152,0.152,1.06,0.05,0.05,,,
HD 10180 h,Radial Velocity,,,,2205.0,105.9,105.9,,,,,,,90.0,,,,,,9.4,,,,,,1.11,0.04,0.04,0.095,0.086,0.086,1.06,0.05,0.05,,,
HD 102329 b,Radial Velocity,,,,778.09998,7.5,7.5,,,,,,,,,,,,,12.6,,,,,,9.82,0.75,0.75,0.21,0.04,0.04,3.21,1.28,1.28,,,
HD 102329 c,Radial Velocity,,,,1123.0,79.0,53.0,,,,,,,,,,,,,13.5,,,,,,6.3,0.1,0.1,0.209,0.231,0.202,1.3,0.15,0.15,,,
HD 105618 b,Radial Velocity,,,,10.02244605,0.00139193,0.00118299,,,,,,,,,,,,,5.4,,,,,,1.27,0.04,0.07,0.454676,0.041246,0.038305,1.01,0.13,0.13,,,
HD 105618 c,Radial Velocity,,,,77114.07157859,22860.7176416,10271.15556332,,,,,,,31.968,3.441,3.897,,,,11.9,,,,,,1.27,0.04,0.07,0.126319,0.097781,0.079924,1.01,0.13,0.13,,,
HD 106315 b,Transit,2457586.5487,0.0029,0.0029,9.55237,0.00089,0.00089,3.775,0.081,0.081,,,,87.54,0.32,0.32,0.67,0.1,0.1,2.44,0.17,0.17,15.07,0.7,0.7,1.3,0.06,0.06,0.093,0.11,0.068,1.09,0.04,0.04,0.01728,0.0006,0.0006
HD 106315 c,Transit,2457569.0173,0.0014,0.0014,21.05704,0.00046,0.00046,4.638,0.072,0.072,-10.9,3.6,3.8,88.61,0.7,0.25,0.52,0.17,0.31,4.35,0.23,0.23,25.5,1.2,1.2,1.3,0.06,0.06,0.22,0.15,0.15,1.09,0.04,0.04,0.03086,0.001,0.001
HD 107148 b,Radial Velocity,2456091.9,2.3,2.2,48.056,0.057,0.057,,,,,,,,,,,,,9.6,,,,,,1.17,0.03,0.03,0.05,0.17,0.17,1.12,,,,,
HD 107148 c,Radial Velocity,2455203.4,1.4,1.3,18.3267,0.0022,0.0024,,,,,,,,,,,,,4.7,,,,,,1.17,0.03,0.03,0.34,0.13,0.16,1.11,0.04,0.04,,,
HD 108236 b,Transit,2458773.2964,0.0013,0.0013,3.795963,2.5e-05,3.4e-05,2.384,0.093,0.093,,,,87.59,0.47,0.35,0.452,0.071,0.096,1.615,0.051,0.051,11.35,0.34,0.34,0.88,0.01,0.01,0.045,0.039,0.033,0.87,0.05,0.05,0.01638,0.00095,0.00095
HD 108236 c,Transit,2458770.90586,0.00078,0.00078,6.203449,4.9e-05,4.6e-05,2.86,0.1,0.11,,,,88.3,0.29,0.23,0.455,0.069,0.083,2.071,0.052,0.052,15.78,0.49,0.49,0.88,0.01,0.01,0.034,0.042,0.025,0.87,0.05,0.05,0.02134,0.00094,0.00083
HD 108236 d,Transit,2458769.79682,0.0009,0.0009,14.175685,8.3e-05,0.0001,3.85,0.18,0.13,,,,89.06,0.27,0.14,0.423,0.07,0.13,2.539,0.062,0.065,27.39,0.78,0.82,0.88,0.01,0.01,0.055,0.038,0.035,0.87,0.05,0.05,0.02805,0.00095,0.00095
HD 108236 e,Transit,2458782.46935,0.00078,0.00069,19.590025,8.3e-05,8.9e-05,4.2,0.13,0.13,,,,89.245,0.12,0.086,0.426,0.059,0.077,3.083,0.052,0.052,33.9,1.0,1.1,0.88,0.01,0.01,0.058,0.032,0.036,0.87,0.05,0.05,0.0323,0.0012,0.0011
HD 108236 f,Transit,2458793.2786,0.0021,0.0019,29.54115,0.00033,0.00042,3.27,0.13,0.15,,,,88.963,0.042,0.042,0.808,0.022,0.022,2.017,0.052,0.057,,,,0.88,0.01,0.01,0.051,0.036,0.034,0.87,0.05,0.05,,,
HD 108874 b,Radial Velocity,2453527.5,2.7,2.7,394.48123,0.6,0.6,,,,,,,,,,,,,13.6,,,,,,1.05,0.02,0.02,0.13,0.02,0.02,1.1,0.09,0.09,,,
HD 108874 c,Radial Velocity,2454785.0,18.0,18.0,1624.0,23.0,23.0,,,,,,,,,,,,,13.8,,,,,,1.09,0.03,0.03,0.239,0.031,0.031,0.95,0.04,0.04,,,
HD 109271 b,Radial Velocity,,,,7.8543,0.0009,0.0009,,,,,,,,,,,,,4.31,,,,,,1.29,0.02,0.02,0.25,0.08,0.08,1.05,0.02,0.02,,,
HD 109271 c,Radial Velocity,,,,30.93,0.02,0.02,,,,,,,,,,,,,5.27,,,,,,1.29,0.02,0.02,0.15,0.09,0.09,1.05,0.02,0.02,,,
HD 110113 b,Transit,2458570.101,0.004,0.005,2.541,0.0005,0.001,2.376,0.12,0.168,,,,,,,0.31,0.22,0.22,2.05,0.12,0.12,,,,0.97,0.02,0.02,0.093,0.079,0.064,1.0,0.06,0.06,0.018,0.001,0.001
HD 110113 c,Radial Velocity,,,,6.744,0.008,0.009,,,,,,,,,,,,,3.23,,,,,,0.97,0.02,0.02,0.045,0.079,0.038,1.0,0.06,0.06,,,
HD 111232 b,Radial Velocity,,,,1169.13201636,0.61380041,0.39662896,,,,,,,93.521,16.622,18.063,,,,12.6,,,,,,0.9,0.01,0.01,0.213617,0.004533,0.002911,0.96,0.12,0.12,,,
HD 111232 c,Radial Velocity,,,,26472.44622716,5155.42268031,4507.69327341,,,,,,,87.902,13.916,22.591,,,,12.1,,,,,,0.9,0.01,0.01,0.558246,0.027247,0.027701,0.96,0.12,0.12,,,
HD 113337 b,Radial Velocity,,,,317.58638571,1.62422933,1.43010284,,,,,,,,,,,,,13.1,,,,,,1.5,0.04,0.04,0.279903,0.036192,0.040608,1.41,0.24,0.24,,,
HD 113337 c,Radial Velocity,,,,5429.93477336,452.06706771,283.9196584,,,,,,,57.478,4.552,3.652,,,,12.1,,,,,,1.53,0.02,0.02,0.164097,0.056822,0.05569,1.41,0.24,0.24,,,
HD 11343 c,Radial Velocity,,,,228.53731482,3.24097409,3.78841539,,,,,,,,,,,,,13.9,,,,,,6.78,0.11,0.3,0.168579,0.142433,0.101845,2.01,0.12,0.12,,,
HD 113538 b,Radial Velocity,,,,663.2,8.4,7.4,,,,,,,,,,,,,13.2,,,,,,0.53,0.02,0.02,0.14,0.08,0.08,0.58,0.05,0.05,,,
HD 113538 c,Radial Velocity,,,,1818.0,25.0,22.0,,,,,,,,,,,,,13.8,,,,,,0.53,0.02,0.02,0.2,0.04,0.04,0.58,0.05,0.05,,,
HD 114783 b,Radial Velocity,2455283.8,2.7,2.7,493.7,1.8,1.8,,,,,,,10.0,8.0,8.0,,,,13.7,,,,,,0.84,0.02,0.02,0.144,0.032,0.032,0.85,0.03,0.03,,,
HD 114783 c,Radial Velocity,2454959.0,90.0,85.0,4319.0,151.0,130.0,,,,,,,,,,,,,14.1,,,,,,0.84,0.02,0.02,0.0,0.091,0.085,0.85,0.03,0.04,,,
HD 11506 b,Radial Velocity,,,,1613.74017306,4.33629764,4.52954341,,,,,,,112.598,23.304,52.7,,,,12.8,,,,,,1.24,0.02,0.02,0.390871,0.009924,0.010087,1.12,0.15,0.15,,,
HD 11506 c,Radial Velocity,,,,223.95986342,0.67407597,0.6462381,,,,,,,,,,,,,13.3,,,,,,1.34,0.05,0.05,0.233121,0.072248,0.076677,1.12,0.15,0.15,,,
HD 11506 d,Radial Velocity,,,,14723.57452498,2801.31727946,2758.84505345,,,,,,,82.004,25.098,21.421,,,,12.6,,,,,,1.24,0.02,0.02,0.060812,0.028045,0.021963,1.12,0.15,0.15,,,
HD 115404 A b,Radial Velocity,,,,10.49487691,0.00141012,0.00166911,,,,,,,,,,,,,6.0,,,,,,0.73,0.07,0.04,0.231551,0.197354,0.137754,0.83,0.1,0.1,,,
HD 115404 A c,Radial Velocity,,,,15319.22517076,7240.32595176,3541.36456759,,,,,,,25.791,1.842,2.157,,,,12.5,,,,,,0.73,0.07,0.04,0.211449,0.173366,0.102364,0.83,0.1,0.1,,,
HD 116029 b,Radial Velocity,,,,670.0,11.0,11.0,,,,,,,,,,,,,13.6,,,,,,4.89,0.21,0.21,0.0,,,0.83,0.24,0.24,,,
HD 116029 c,Radial Velocity,,,,907.0,30.0,29.0,,,,,,,,,,,,,13.7,,,,,,4.6,0.1,0.1,0.038,0.127,0.075,1.33,0.11,0.11,,,
HD 11964 b,Radial Velocity,2455803.0,31.0,31.0,1945.0,26.0,26.0,,,,,,,,,,,,,14.1,,,,,,2.01,0.1,0.09,0.041,0.047,0.047,0.91,0.12,0.11,,,
HD 11964 c,Radial Velocity,2455199.94,0.86,0.81,37.91,0.041,0.041,,,,,,,,,,,,,5.38,,,,,,2.01,0.1,0.09,0.3,0.17,0.17,0.91,0.12,0.11,,,
HD 12235 b,Radial Velocity,,,,4.36304899,0.0002459,0.00041809,,,,,,,,,,,,,3.2,,,,,,1.8,0.09,0.06,0.376428,0.110493,0.253632,1.1,0.13,0.13,,,
HD 12235 c,Radial Velocity,,,,36336.70678753,9732.19597897,6058.52005551,,,,,,,47.738,12.651,11.804,,,,12.5,,,,,,1.8,0.09,0.06,0.174465,0.109676,0.153564,1.1,0.13,0.13,,,
HD 125612 b,Radial Velocity,,,,557.69994314,0.681314,0.69344133,,,,,,,,,,,,,13.2,,,,,,1.07,0.02,0.02,0.4465,0.011451,0.010814,1.05,0.13,0.13,,,
HD 125612 c,Radial Velocity,,,,4.15466389,0.00042844,0.00039984,,,,,,,,,,,,,4.01,,,,,,1.05,0.07,0.07,0.148622,0.140673,0.093397,1.05,0.13,0.13,,,
HD 125612 d,Radial Velocity,,,,2822.726978,15.02596432,15.41723268,,,,,,,88.195,16.306,15.98,,,,12.6,,,,,,1.05,0.07,0.07,0.114614,0.011955,0.01249,1.05,0.13,0.13,,,
HD 12661 b,Radial Velocity,2456079.28,0.66,0.62,262.70862,0.083,0.083,,,,,,,,,,,,,13.3,,,,,,1.2,0.02,0.02,0.38,0.01,0.01,1.2,0.1,0.1,,,
HD 12661 c,Radial Velocity,2455774.9,7.4,7.0,1708.0,14.0,14.0,,,,,,,,,,,,,13.4,,,,,,1.11,0.08,0.08,0.031,0.022,0.022,1.02,0.02,0.02,,,
HD 128311 b,Radial Velocity,2455211.3,4.5,4.3,453.019,0.404,0.404,,,,,,,30.0,,,,,,13.5,,,,,,0.76,0.02,0.02,0.303,0.011,0.011,0.83,0.01,0.01,,,
HD 128311 c,Radial Velocity,2455219.0,19.0,16.0,921.538,1.15,1.15,,,,,,,55.95,14.553,14.553,,,,13.0,,,,,,0.76,0.02,0.02,0.159,0.006,0.006,0.83,0.01,0.01,,,
HD 133131 A b,Radial Velocity,,,,649.0,3.0,3.0,,,,,,,,,,,,,13.6,,,,,,0.96,0.04,0.05,0.33,0.03,0.03,0.95,,,,,
HD 133131 A c,Radial Velocity,,,,3568.0,1084.0,1084.0,,,,,,,,,,,,,14.3,,,,,,0.96,0.04,0.05,0.49,0.22,0.22,0.95,,,,,
HD 133131 B b,Radial Velocity,,,,5769.0,831.0,831.0,,,,,,,,,,,,,13.3,,,,,,0.99,0.05,0.03,0.61,0.04,0.04,0.93,,,,,
HD 134060 b,Radial Velocity,,,,3.2696,0.0001,0.0001,,,,,,,,,,,,,3.16,,,,,,1.16,0.01,0.02,0.45,0.04,0.04,1.09,,,,,
HD 134060 c,Radial Velocity,,,,1291.5646,48.0333,44.2197,,,,,,,,,,,,,5.91,,,,,,1.16,0.01,0.02,0.11,0.13,0.07,1.09,,,,,
HD 134987 b,Radial Velocity,2452704.42,0.83,0.83,258.17999,0.07,0.07,,,,,,,,,,,,,13.5,,,,,,1.22,0.03,0.03,0.23,0.0,0.0,1.1,0.07,0.07,,,
HD 134987 c,Radial Velocity,2455060.0,140.0,150.0,5000.0,400.0,400.0,,,,,,,,,,,,,13.9,,,,,,1.25,0.04,0.04,0.12,0.02,0.02,1.1,0.07,0.04,,,
HD 136352 b,Radial Velocity,2458944.3726,0.0015,0.0017,11.57797,8e-05,0.00013,3.935,0.093,0.058,,,,88.49,0.17,0.15,0.52,0.04,0.05,1.664,0.043,0.043,19.6,0.45,0.46,1.06,0.02,0.02,0.0,0.068,0.053,0.87,0.04,0.04,0.01442,0.00027,0.00028
HD 136352 c,Radial Velocity,2458954.4099,0.00052,0.00054,27.59221,0.00011,0.00011,3.251,0.033,0.031,,,,88.571,0.042,0.045,0.872,0.007,0.007,2.916,0.075,0.073,34.97,0.8,0.82,1.06,0.02,0.02,0.0,0.039,0.026,0.87,0.04,0.04,0.02526,0.00047,0.00044
HD 136352 d,Radial Velocity,2459009.7759,0.0101,0.0096,107.245,0.05,0.05,8.87,0.56,0.63,,,,89.73,0.14,0.09,0.41,0.14,0.21,2.562,0.088,0.079,86.46,1.96,2.02,1.06,0.02,0.02,0.0,0.085,0.053,0.87,0.04,0.04,0.02219,0.00067,0.00057
HD 137496 b,Transit,2458039.1317,0.0028,0.0029,1.62116,7.91e-05,8.06e-05,3.28,0.1,0.14,,,,85.8,2.6,2.2,0.27,0.14,0.17,1.31,0.06,0.05,3.7,0.07,0.07,1.59,0.03,0.03,0.0,,,1.04,0.02,0.02,0.0076,0.0003,0.00029
HD 137496 c,Radial Velocity,2458629.21,0.41,0.41,479.9,1.1,1.0,,,,,,,,,,,,,12.6,,,,,,1.59,0.03,0.03,0.477,0.004,0.004,1.04,0.02,0.02,,,
HD 13808 b,Radial Velocity,,,,14.1815,0.0015,0.0015,,,,,,,,,,,,,3.35,,,,,,0.78,0.02,0.02,0.071,0.027,0.047,0.77,0.02,0.02,,,
HD 13808 c,Radial Velocity,,,,53.753,0.05,0.082,,,,,,,,,,,,,3.13,,,,,,0.78,0.02,0.02,0.156,0.05,0.061,0.77,0.02,0.02,,,
HD 13908 b,Radial Velocity,2455756.032,0.156,0.156,19.382,0.006,0.006,,,,,,,,,,,,,13.9,,,,,,1.67,0.1,0.1,0.02,0.018,0.018,1.29,0.04,0.04,,,
HD 13908 c,Radial Velocity,2456436.0,15.0,15.0,931.0,17.0,17.0,,,,,,,,,,,,,12.8,,,,,,1.67,0.1,0.1,0.12,0.02,0.02,1.29,0.04,0.04,,,
HD 140901 b,Radial Velocity,,,,9.02377598,0.00012653,0.00123159,,,,,,,,,,,,,3.93,,,,,,0.95,0.03,0.02,0.472252,0.086367,0.151159,0.99,0.12,0.12,,,
HD 140901 c,Radial Velocity,,,,7417.50547213,131.02919774,571.38446588,,,,,,,169.43,2.187,55.393,,,,12.8,,,,,,0.95,0.03,0.02,0.607482,0.032272,0.043071,0.99,0.12,0.12,,,
HD 141399 b,Radial Velocity,2455205.19,0.53,0.57,94.44,0.05,0.05,,,,,,,,,,,,,14.3,,,,,,1.39,0.03,0.03,0.04,0.02,0.02,1.07,0.08,0.08,,,
HD 141399 c,Radial Velocity,2455626.02,0.48,0.47,201.99,0.08,0.08,,,,,,,,,,,,,13.6,,,,,,1.39,0.03,0.03,0.048,0.009,0.009,1.07,0.08,0.08,,,
HD 141399 d,Radial Velocity,2454755.6,6.8,7.0,1069.8,6.7,6.7,,,,,,,,,,,,,13.7,,,,,,1.39,0.03,0.03,0.074,0.025,0.025,1.07,0.08,0.08,,,
HD 141399 e,Radial Velocity,2455729.0,42.0,47.0,5000.0,560.0,2000.0,,,,,,,,,,,,,14.1,,,,,,1.39,0.03,0.03,0.26,0.22,0.22,1.07,0.08,0.08,,,
HD 142 A d,Radial Velocity,,,,108.45298959,0.0902102,0.08819146,,,,,,,,,,,,,10.8,,,,,,1.41,0.04,0.04,0.129711,0.102945,0.084512,1.21,0.17,0.17,,,
HD 142 b,Radial Velocity,,,,351.43394308,0.3745994,0.37770142,,,,,,,,,,,,,13.7,,,,,,1.47,0.04,0.04,0.157528,0.033113,0.030212,1.21,0.17,0.17,,,
HD 142 c,Radial Velocity,,,,10159.64279484,380.84010124,321.75084234,,,,,,,90.374,10.495,12.319,,,,12.4,,,,,,1.47,0.04,0.04,0.276797,0.026498,0.027358,1.21,0.17,0.17,,,
HD 145675 c,Radial Velocity,2454680.0,440.0,310.0,15732.45889178,2654.17496551,1896.09685291,,,,,,,129.097,6.255,29.051,,,,12.9,,,,,,1.0,0.02,0.02,0.392756,0.044768,0.048099,0.91,0.11,0.11,,,
HD 1461 b,Radial Velocity,2455839.37,0.11,0.14,5.77152,0.00045,0.00045,,,,,,,,,,,,,2.42,,,,,,1.15,0.03,0.03,0.172,0.07,0.07,1.02,,,,,
HD 1461 c,Radial Velocity,2455200.11,0.52,0.48,13.5052,0.0029,0.0029,,,,,,,,,,,,,2.23,,,,,,1.15,0.03,0.03,0.305,0.1,0.1,1.02,,,,,
HD 147018 b,Radial Velocity,,,,44.236,0.008,0.008,,,,,,,,,,,,,13.4,,,,,,0.94,0.02,0.01,0.4686,0.0081,0.0081,0.93,0.03,0.03,,,
HD 147018 c,Radial Velocity,,,,1008.0,18.0,18.0,,,,,,,,,,,,,12.7,,,,,,0.94,0.02,0.01,0.133,0.011,0.011,0.93,0.03,0.03,,,
HD 147873 b,Radial Velocity,,,,116.596,0.023,0.023,,,,,,,,,,,,,12.8,,,,,,2.29,0.1,0.1,0.207,0.013,0.013,1.38,0.05,0.05,,,
HD 147873 c,Radial Velocity,,,,491.54,0.79,0.79,,,,,,,,,,,,,13.3,,,,,,2.29,0.1,0.1,0.23,0.03,0.03,1.38,0.05,0.05,,,
HD 148164 b,Radial Velocity,,,,328.55,0.41,0.41,,,,,,,,,,,,,13.7,,,,,,1.34,0.1,0.1,0.587,0.026,0.026,1.21,0.24,0.24,,,
HD 148164 c,Radial Velocity,,,,5062.0,114.0,114.0,,,,,,,,,,,,,12.8,,,,,,1.34,0.1,0.1,0.125,0.017,0.017,1.21,0.24,0.24,,,
HD 151450 b,Radial Velocity,,,,21.89287913,0.00846431,0.00539292,,,,,,,,,,,,,6.81,,,,,,1.17,0.05,0.04,0.49556,0.117074,0.10425,1.14,0.16,0.16,,,
HD 151450 c,Radial Velocity,,,,18144.7623572,5356.329552,4350.39093454,,,,,,,42.369,11.085,8.858,,,,12.8,,,,,,1.17,0.05,0.04,0.137994,0.10804,0.080233,1.14,0.16,0.16,,,
HD 152843 b,Transit,2458994.2831,0.0024,0.0029,11.6264,0.0022,0.0025,5.53,0.11,0.11,,,,88.85,0.73,0.73,0.32,0.27,0.2,3.41,0.14,0.12,,,,1.43,0.02,0.02,0.14,0.25,0.1,1.15,0.04,0.04,0.02201,0.00081,0.00073
HD 152843 c,Transit,2459002.7708,0.0011,0.0011,24.38,6.23,3.4,6.359,0.087,0.071,,,,88.89,0.18,0.15,0.49,0.1,0.11,5.83,0.14,0.14,,,,1.43,0.02,0.02,0.115,0.173,0.08,1.15,0.04,0.04,0.03764,0.00069,0.00074
HD 15337 b,Transit,2458411.46156,0.00094,0.00119,4.75615,0.00017,0.00017,2.49,0.06,0.06,,,,88.5,0.6,0.4,0.33,0.09,0.14,1.64,0.06,0.06,13.11,0.16,0.15,0.86,0.02,0.02,0.09,0.05,0.05,0.9,0.03,0.03,0.01761,0.00055,0.00058
HD 15337 c,Transit,2458414.5501,0.0015,0.0015,17.1784,0.0016,0.0016,2.25,0.2,0.11,,,,88.5,0.2,0.1,0.87,0.01,0.02,2.39,0.12,0.12,31.87,0.7,0.7,0.86,0.02,0.02,0.05,0.06,0.04,0.9,0.03,0.03,0.0256,0.0011,0.0011
HD 153557 b,Radial Velocity,,,,7.29902668,0.00032986,0.00031395,,,,,,,,,,,,,4.73,,,,,,0.75,0.06,0.04,0.065355,0.052944,0.037323,0.79,0.09,0.09,,,
HD 153557 c,Radial Velocity,,,,15.27017677,0.00139832,0.00117176,,,,,,,,,,,,,4.33,,,,,,0.75,0.06,0.04,0.511322,0.036998,0.029367,0.79,0.09,0.09,,,
